"[AG-409] BÁO CÁO CHI TIẾT TIẾN ĐỘ ĐƠN HÀNG NĂM 2026","","","","","","","","","","","","","","","","","","","","","","","",""
"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","",""
"522","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/05]","BB","GBW3-03","VÒNG BI 3.0-3 TẦNG","750W","50","2","44.24","","","38.14%","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","KGN",""
"523","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/06]","BB","GBY3-03","VÒNG BI 3.0-3 TẦNG","750Y","50","2","44.24","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","KGN",""
"524","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","BBY2.54","LẮC BI 2.5/4.0","750Y","16.5","5","26.52","","","","","5","Đã giao đủ","HOÀN TẤT","27/04/2026","28.96gr","KGN",""
"525","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","BBY36","LẮC BI 3.0/6.0","750Y","16.5","10","55.00","","","","","","Dự kiến sản xuất từ ngày 29/06-04/07","CHƯA HOÀN TẤT","","","KGN",""
"526","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","BBY2.546","LẮC BI 2.5/4.0/6.0","750Y","16.5","10","87.80","","","","","2","Đã giao 2 sợi ngày 27/04/2026","CHƯA GIAO ĐỦ","","2 sợi: 13.73gr","KGN",""
"527","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","GBY3-01","VÒNG XOẮN BI 1 TẦNG 3.0, KIỂU XOÁY","750Y","52","1","5.40","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","KGN",""
"528","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","GBY4-01","VÒNG XOẮN BI 1 TẦNG 4.0, KIẾU CARO","750Y","52","1","7.00","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","KGN",""
"529","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","GBY2.54-01","VÒNG XOẮN BI 1 TẦNG 2.5/4.0, KIẾU XOÁY","750Y","50","1","7.50","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","KGN",""
"530","THÁNG 08","14/08/2025","CH1","SR","SR","[DHAG-25/08/07]","BB","GBY3-3","VÒNG BI 3.0- 3 TẦNG","750Y","50","2","44.24","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","KGN",""
"531","THÁNG 10","07/10/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/10/03]","DD","CY40CA4","Dây cong khế 0.40","680Y","38","10","19.76","","","","","","","CHƯA HOÀN TẤT","","","KGN",""
"532","THÁNG 10","07/10/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/10/03]","DD","CY40CA4","Dây cong khế 0.40","680Y","40","10","20.80","","","","","","","CHƯA HOÀN TẤT","","","KGN",""
"533","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW40CA4","DÂY CONG KHẾ 0.40 MM","PT900","46","10","38.10","","","","","","Đã giao đủ","HOÀN TẤT","","","",""
"534","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW45CA4","DÂY CONG KHẾ 0.45MM","PT900","41","10","39.20","","","","","","Đã giao đủ","HOÀN TẤT","","","",""
"535","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW40FS","DÂY FRANCO VUÔNG 0.40MM","PT900","46","10","87.60","","","","","","","CHƯA HOÀN TẤT","","","",""
"536","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW45FS","DÂY FRANCO VUÔNG 0.45MM","PT900","41","10","87.60","","","","","","Đã giao đủ","HOÀN TẤT","","","",""
"537","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW30SS","DÂY MÌ VUÔNG 0.30MM","PT900","46","10","41.50","","","","","","Chưa sản xuất được","CHƯA HOÀN TẤT","","","",""
"538","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW30SS","DÂY MÌ VUÔNG 0.30MM","PT900","41","10","41.50","","","","","","Chưa sản xuất được","CHƯA HOÀN TẤT","","","",""
"539","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW40FR","DÂY FRANCO TRÒN 0.40MM","PT900","46","10","87.60","","","","","","Chưa sản xuất được","CHƯA HOÀN TẤT","","","",""
"540","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW40FR","DÂY FRANCO TRÒN 0.40MM","PT900","41","10","87.60","","","","","","Chưa sản xuất được","CHƯA HOÀN TẤT","","","",""
"541","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW60CA4","DÂY CONG KHẾ 0.60MM","750W","46","10","60.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"542","THÁNG 10","07/10/2025","ADM2","KH","","[DHAG-25/10/02]","DD","CW60CA4","DÂY CONG KHẾ 0.60MM","750W","41","10","60.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"543","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW30SS","DÂY MÌ VUÔNG 0.30MM","PT900","46","10","76.50","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"544","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW40SS","DÂY MÌ VUÔNG 0.40MM","PT900","46","10","74.90","","","","","","Khuôn chưa đáp ứng","NGƯNG SX","","","",""
"545","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW50SS","DÂY MÌ VUÔNG 0.50MM","PT900","46","10","115.50","","","","","","Khuôn chưa đáp ứng","NGƯNG SX","","","",""
"546","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW50CU","DÂY KHOEN LẬT 0.50MM","PT900","51","10","46.50","","","","","8","Đã giao ngày 05/02/2026","CHƯA GIAO ĐỦ","","","",""
"547","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW60CU","DÂY KHOEN LẬT 0.60MM","PT900","51","10","76.30","","","","","11","Đã giao ngày 15/12/2025","HOÀN TẤT","","","",""
"548","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW70CU","DÂY KHOEN LẬT 0.70MM","PT900","56","10","106.90","","","","","2","Đã giao 2 sợi","CHƯA HOÀN TẤT","","","",""
"549","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW30FR","DÂY FRANCO TRÒN 0.30MM","PT900","46","10","40.80","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"550","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW40FR","DÂY FRANCO TRÒN 0.40MM","PT900","46","10","74.20","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"551","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW50FR","DÂY FRANCO TRÒN 0.50MM","PT900","51","10","113.40","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"552","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW40FS","DÂY FRANCO VUÔNG 0.40MM","PT900","46","10","63.10","","","","","3","Đã giao ngày 23/01/2026","CHƯA GIAO ĐỦ","","","",""
"553","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW50FS","DÂY FRANCO VUÔNG 0.50MM","PT900","51","10","96.50","","","","","","Chờ NL","CHƯA HOÀN TẤT","","","",""
"554","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW60FS","DÂY FRANCO VUÔNG 0.60MM","PT900","51","10","151.80","","","","","","Chờ NL","CHƯA HOÀN TẤT","","","",""
"555","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW70FS","DÂY FRANCO VUÔNG 0.70MM","PT900","51","10","151.80","","","","","","Chờ NL","CHƯA HOÀN TẤT","","","",""
"556","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/05]","DD","CW60CA4","DÂY CONG KHẾ 0.60MM","750W","46","7","43.99","","","","","","Chờ NL","HOÀN TẤT","","","",""
"557","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","750Y","46","10","34.00","","","","","12","Đã giao ngày 23/10+26/11","HOÀN TẤT","","","",""
"558","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY40SS","DÂY MÌ VUÔNG 0.40MM","750Y","46","10","71.50","","","","","","Khuôn chưa đáp ứng","NGƯNG SX","","","",""
"559","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY50SS","DÂY MÌ VUÔNG 0.50MM","750Y","46","10","112.50","","","","","","Khuôn chưa đáp ứng","NGƯNG SX","","","",""
"560","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY60CU","DÂY KHOEN LẬT 0.60MM","750Y","51","10","76.28","","","","","","Thực hiện ra dây","CHƯA HOÀN TẤT","","","",""
"561","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY70CU","DÂY KHOEN LẬT 0.70MM","750Y","56","10","97.14","","","","","","Thực hiện ra dây","CHƯA HOÀN TẤT","","","",""
"562","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY30FR","DÂY FRANCO TRÒN 0.30MM","750Y","46","10","35.50","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"563","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY40FR","DÂY FRANCO TRÒN 0.40MM","750Y","46","10","67.50","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"564","THÁNG 10","08/10/2025","CH1","SR","","[DHAG-25/10/06]","DD","CY50FR","DÂY FRANCO TRÒN 0.50MM","750Y","51","10","113.40","","","","","","Chưa thực hiện được","NGƯNG SX","","","",""
"565","THÁNG 10","09/10/2025","CH1","SR","","[DHAG-25/10/07]","BB","CBW2","Dây bi 2.0mm
Kiểu caro & xoáy luân phiên","750W","46","10","103.90","","","","","","Dự kiến sản xuất từ ngày 29/06-04/07","CHƯA HOÀN TẤT","","","",""
"566","THÁNG 10","09/10/2025","CH1","SR","","[DHAG-25/10/07]","BB","CBW3","Dây bi 3.0mm
Kiểu caro & xoáy luân phiên","750Y","46","10","154.20","","","","","","Dự kiến sản xuất tuần 26","CHƯA HOÀN TẤT","","","",""
"567","THÁNG 10","09/10/2025","CH1","SR","","[DHAG-25/10/07]","BB","CBW35","Dây bi 3.0mm/5.0mm
Kiểu caro & xoáy luân phiên","750Y","46","10","180.00","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"568","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/10/08]","BB","GBW6","Vòng bi 6.0mm kiểu chữ S","750W","50-52","4","31.16","","","","","4","Đã giao đủ 06/11","HOÀN TẤT","","","",""
"569","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/10/08]","BB","GBW4","Vòng bi 4.0mm kiểu chữ S","750W","50-52","4","29.36","","","","","4","Đã giao đủ 06/11","HOÀN TẤT","","","",""
"570","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/10/08]","BB","BBW8","Lắc bi 8.0mm kiểu chữ S","750W","16-17","4","56.20","","","","","4","Đã giao đủ 06/11","HOÀN TẤT","","","",""
"571","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/10/08]","BB","BBW6","Lắc bi 6.0mm kiểu chữ S","750W","16","4","30.76","","","","","4","Đã giao đủ 06/11","HOÀN TẤT","","","",""
"572","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/10/08]","BB","CBW2","Dây bi 2.0mm kiểu xoáy","750W","45","5","50.85","","","","","5","Đã giao đủ 06/11","HOÀN TẤT","","","",""
"573","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/10/08]","BB","CBW2","Dây bi 2.0mm kiểu xoáy","750W","42","2","18.98","","","","","2","Đã giao đủ 06/11","HOÀN TẤT","","","",""
"574","THÁNG 10","15/10/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/10/09]","BB","PKKGN416W","Khóa giọt nước","416W","","100","37.00","","","","","100","Đã giao đủ ngày 05/11","HOÀN TẤT","","","",""
"575","THÁNG 10","30/10/2025","CH2","KH","","[DHAG-25/10/12]","BB","GBW3-2","Vòng bi 3.0mm 2 tầng khắc caro","750W","52","1","14.00","","","","","1","Đã giao đủ ngày 05/11","HOÀN TẤT","","","",""
"576","THÁNG 10","30/10/2025","CH2","KH","","[DHAG-25/10/12]","BB","BBY3","Lắc bi 3.0 khắc caro","750Y","15","1","6.00","","","","","1","Đã giao đủ ngày 04/11","HOÀN TẤT","","","",""
"577","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW40CA4","DÂY CONG KHẾ BẠC 0.40MM","Bac92.5","2000","1","70.50","","","","","1","Đã  giao đủ 08/12/2025","HOÀN TẤT","20 sp size 46-48
10 sp size 36-38","","",""
"578","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW50CA4","DÂY CONG KHẾ BẠC 0.50MM","Bac92.5","46-48
36-38","30","70.50","","","","","46","Đã giao dư 01/12/2025","HOÀN TẤT","20 sp size 46-48
10 sp size 36-38","","",""
"579","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW60CA4","DÂY CONG KHẾ BẠC 0.60MM","Bac92.5","46-48
36-38","30","104.40","","","","","51","Đã giao dư 20/11//2025","HOÀN TẤT","20 sp size 46-48
10 sp size 36-38","","",""
"580","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW70CA4","DÂY CONG KHẾ BẠC 0.70MM","Bac92.5","48-50
36-38","30","149.70","","","","","34","Đã giao dư 08/12/2025","HOÀN TẤT","20 sp size 48-50
10 sp size 36-38","","",""
"581","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW60CU","DÂY KHOEN LẬT BẠC 0.60MM","Bac92.5","46-48","30","144.60","","","","","32","Đã giao dư 20/11//2025","HOÀN TẤT","20 sp size 46-48
10 sp size 36-38","","",""
"582","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW70CU","DÂY KHOEN LẬT BẠC 0.70MM","Bac92.5","48-50","30","174.90","","","","","31","Đã giao đủ","HOÀN TẤT","20 sp size 48-50
10 sp size 36-38","","",""
"583","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","BW40FS","LẮC FRANCO VUÔNG 0.40MM","Bac92.5","24","20","54.00","","","","","12","Đã giao ngày 26/12/2025","CHƯA GIAO ĐỦ","","","",""
"584","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","BW50FS","LẮC FRANCO VUÔNG 0.50MM","Bac92.5","15-17
11-13","40","101.60","","","","","29","Đã giao đủ ngày 25/12/2025","HOÀN TẤT","20 sp size 15-17
20 sp size 11-13","","",""
"585","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW40FS","DÂY FRANCO VUÔNG 0.40MM","Bac92.5","36-38","40","127.20","","","","","39","Đã giao 26/12/2025","HOÀN TẤT","20 sp size 36-38
20 sp size 44-46","","",""
"586","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW50FS","DÂY FRANCO VUÔNG 0.50MM","Bac92.5","46-48","20","120.00","","","","","6","Đã giao ngày 25/12/2025","CHƯA GIAO ĐỦ","","","",""
"587","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW60FS","DÂY FRANCO VUÔNG 0.60MM","Bac92.5","46-48","20","178.20","","","","","3","Đã giao ngày 25/12/2025","CHƯA GIAO ĐỦ","","","",""
"588","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW70FS","DÂY FRANCO VUÔNG 0.70MM","Bac92.5","48-50","20","252.00","","","","","","Đã có NVL","CHƯA HOÀN TẤT","","","",""
"589","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW30SS","DÂY MÌ VUÔNG 0.30MM","Bac92.5","42-45","20","45.00","","","","","14","Đã giao 25/12/2025","CHƯA GIAO ĐỦ","","","",""
"590","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW60HE","DÂY MÌ DẸP 0.60MM","Bac92.5","48-50","10","66.30","","","","","","KHUÔN LỖI","CHƯA HOÀN TẤT","","","",""
"591","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","DD","CW40HE","DÂY MÌ DẸP 0.40MM","Bac92.5","45-47","10","28.80","","","","","31","Đã giao đủ 26/12/2025","HOÀN TẤT","","","","339"
"592","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","CBW3","Dây Bi Bạc","Bac92.5","44","1","9.96","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"593","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","CBW4","Dây Bi Bạc","Bac92.5","46","1","13.82","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"594","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","CBW6","Dây Bi Bạc","Bac92.5","48","1","14.81","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"595","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","BBW3","Lắc Bi Bạc","Bac92.5","16","1","3.40","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"596","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","BBW4","Lắc Bi Bạc","Bac92.5","16","1","4.25","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"597","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","BBW6","Lắc Bi Bạc","Bac92.5","16","1","5.93","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"598","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","BBW38","Lắc Bi Bạc Khắc Size 
8.0 Chữ S Cong
3.0 Xoáy","Bac92.5","16","1","10.86","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"599","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","GBW3","Vòng Bi Bạc Khắc Xoáy","Bac92.5","50","1","3.80","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"600","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","GBW46","Vòng Bi Bạc Khắc Size :
+Size 4.0 Khắc Chữ S Cong
+Size 6.0 Khắc Chữ S Cong","Bac92.5","52","1","4.75","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"601","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","BB","GBW6","Vòng Bi Bạc Khắc Chữ S Cong","Bac92.5","54","1","5.05","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"602","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/10]","","PKKGN","Phụ kiện khóa giọt nước","610W","","100","37.00","","","","","100","Đã giao đủ ngày 26/12/2025","HOÀN TẤT","","","",""
"603","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/11]","DD","CW30CA1","DÂY CHỮ CONG 0.30MM","610W","44-46
36-38","20","31.60","","","","","30","Đã giao đủ ngày 1/12/2025","HOÀN TẤT","","","",""
"604","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/11]","DD","CW50CA1","DÂY CHỮ CONG 0.50MM","610W","44-46
36-38-42","20","81.80","","","","","24","Đã giao đủ ngày 1/12/2025","HOÀN TẤT","","","",""
"605","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/11]","DD","CW40CA4","DÂY CONG KHẾ 0.40MM","610W","1000","1","61.63","","","","","1","Đã giao đủ ngày 1/12/2025","HOÀN TẤT","","","",""
"606","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/11]","DD","CY30CA1","DÂY CHỮ CONG 0.30MM","610Y","36-38","10","13.10","","","","","","Đã giao dư ngày 18/11/2025","HOÀN TẤT","","","",""
"607","THÁNG 10","30/10/2025","PKD SĨ","KH","NGỌC TÂM","[DHAG-25/10/11]","DD","CY50CA4","DÂY CONG KHẾ 0.50MM","610Y","44-46","10","39.30","","","","","","Đã giao dư ngày 18/11/2025","HOÀN TẤT","","","",""
"608","THÁNG 11","08/11/2025","CH1","KH","","[DHAG-25/11/01","DD","CY60HE","DÂY MÌ DẸP TRƠN 0.60MM","750Y","46","6","149.99","15/11/2025","","","","1","Đã giao ngày 17/11/2025","CHƯA GIAO ĐỦ","","","",""
"609","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LONG","","DD","CY40CA4","DÂY CONG KHẾ 0.40MM","980Y","2000","1","155.89","","","","","","","CHƯA HOÀN TẤT","","","",""
"610","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LONG","","DD","CY50CA4","DÂY CONG KHẾ 0.50MM","980Y","1000","1","117.79","","","","","","","CHƯA HOÀN TẤT","","","",""
"611","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY70FS","DÂY FRANCO VUÔNG 0.70MM","680Y","45-50","5","95.50","","","","","5","Đã giao đủ 20/12/2025","HOÀN TẤT","","","",""
"612","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY50FS","DÂY FRANCO VUÔNG 0.50MM","680Y","42-45-50","8","80.00","","","","","8","Đã giao đủ 22/12/2025","HOÀN TẤT","","","",""
"613","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY60HE","DÂY MÌ DẸP TRƠN 0.60MM","680Y","42-45","5","54.90","","","","","","Khuôn lỗi","CHƯA HOÀN TẤT","","","",""
"614","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY70CA4","DÂY CONG KHẾ 0.70MM","680Y","45-50","5","36.95","","","","","7","Đã giao 20/12/2025","HOÀN TẤT","","","",""
"615","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY60CA4","DÂY CONG KHẾ 0.60MM","680Y","42-45","5","27.65","","","","","8","Đã giao 20/12/2025","HOÀN TẤT","","","",""
"616","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY40CA4","DÂY CONG KHẾ 0.40MM","680Y","42-45","10","25.70","","","","","16","Đã giao ngày 09/12/2025","HOÀN TẤT","","","",""
"617","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","42-45","10","33.90","","","","","12","Đã giao /12/2025","HOÀN TẤT","","","",""
"618","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/11/02","BB","GBW4568","Vòng Bi 1 Tầng Size 
+ 4.0 Khắc Xoáy
+5.0 Khắc Xoáy 
+ 6.0 Khắc chữ S
+8.0 Khắc chữ S","750W","48-50","4","32.00","","","","","4","Đã giao đủ 10/12/2025","HOÀN TẤT","","","",""
"619","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/11/03","DD","BY35FS-TT","LẮC FRANCO VUÔNG 0.35MM","680Y","21","10","25.70","","","","","10","Đã giao đủ ngày 11/12/2025","HOÀN TẤT","","","",""
"620","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/11/03","DD","CY35FS","DÂY FRANCO VUÔNG 0.35MM","680Y","38","5","18.85","","","","","5","Đã giao đủ ngày 11/12/2025","HOÀN TẤT","","","",""
"621","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/11/03","DD","CY35FS","DÂY FRANCO VUÔNG 0.35MM","680Y","40","5","19.85","","","","","5","Đã giao đủ ngày 11/12/2025","HOÀN TẤT","","","",""
"622","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/11/03","BB","BBY2.546-TT","Lắc bi 2.5mm/4.0mm/6.0mm
- 6.0mm kiểu dưa hấu
- 4.0mm kiểu chữ S
- 2.5mm kiểu xoáy","680Y","15","5","22.05","","","","","5","Đã giao đủ ngày 11/12/2025","HOÀN TẤT","","","",""
"623","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/11/03","BB","BBY3468-TT","Lắc bi 3.0mm/4.0mm/6.0mm/8.0mm
+ 8.0mm dưa hấu
+ 6.0mm dưa hấu
+ 4.0mm chữ S
+ 3.0mm chữ S","680Y","15","5","22.50","","","","","5","Đã giao đủ ngày 11/12/2025","HOÀN TẤT","","","",""
"624","THÁNG 11","17/11/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/11/04","DD","CY70FS","DÂY FRANCO VUÔNG 0.70MM","610Y","55","3","59.58","","","","","","Đã giao đủ 24/11/2025","HOÀN TẤT","","","",""
"625","THÁNG 11","21/11/2025","PSX L2","SR","","[DHAG-25/11/05","","BICR60750Y","Bi Caro 6.0","750Y","","6","1.62","","","","","6","Đã giao đủ 21/11/2025","HOÀN TẤT","","","",""
"626","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","DD","CW30HT1","DÂY MÌ DẸP XOẮN 0.30MM","416W","45-50","10","46.00","","","","","10","Đã giao đủ 14/01/2026","HOÀN TẤT","","","",""
